id,telegram_id,symbol,status,old_pnl_usdt,new_pnl_usdt,delta,db_order_id,open_order_id,close_order_id,opened_at,closed_at
584,282898946,SOLUSDT,max_hold_time_exceeded,0.0,0.2433006,0.2433006,2043723869525528576,2043723869525528576,2043731462218149888,2026-04-13T16:11:57.395612+00:00,2026-04-13T16:42:07.852112+00:00
13,5187148337,SOLUSDT,closed_manual,0.0,0.6081890000000001,0.6081890000000001,2033925477886648320,2033925477886648320,2034110572316696576,2026-03-17T15:16:36.714417+00:00,2026-04-13T08:49:58.936368+00:00
15,5187148337,ETHUSDT,closed_manual,0.0,-0.09472204,-0.09472204,2033930711568592896,2033930711568592896,1232293806133925184,2026-03-17T15:37:24.510193+00:00,2026-04-13T08:49:58.936368+00:00
10,5366384434,ETHUSDT,closed_manual,0.0,-1.77291252,-1.77291252,2033925250853199872,2033925250853199872,2034180626290929664,2026-03-17T15:15:42.588054+00:00,2026-04-13T08:49:58.936368+00:00
12,5366384434,SOLUSDT,closed_manual,0.0,-0.36282960000000003,-0.36282960000000003,2033925459515572224,2033925459515572224,2034180626244792320,2026-03-17T15:16:32.338341+00:00,2026-04-13T08:49:58.936368+00:00
20,5366384434,ETHUSDT,closed_manual,0.0,-1.77314094,-1.77314094,2034029600527200256,2034029600527200256,2034180626290929664,2026-03-17T22:10:22.506658+00:00,2026-04-13T08:49:58.936368+00:00
22,5366384434,BNBUSDT,closed_manual,0.0,-2.1433224,-2.1433224,2034029826059042816,2034029826059042816,8276489148004491605,2026-03-17T22:11:14.883669+00:00,2026-04-13T08:49:58.936368+00:00
804,7989568931,UNIUSDT,sideways_max_hold_exceeded,-0.52291743,0.032748514285714396,0.5556659442857144,2044361233243402240,2044361233243402240,2044361808697704448,2026-04-15T10:24:35.194298+00:00,2026-04-15T10:26:52.855479+00:00
588,7582955848,SOLUSDT,max_hold_time_exceeded,0.0,0.5947348,0.5947348,2043723870452363264,2043723870452363264,2043731461685432320,2026-04-13T16:11:58.620998+00:00,2026-04-13T16:42:07.160889+00:00
415,985106924,SOLUSDT,closed_manual,0.0,-6.789639,-6.789639,2041028503764070400,2041028503764070400,6669898540154910053,2026-04-06T05:41:30.529954+00:00,2026-04-13T08:49:58.936368+00:00
433,312485564,ETHUSDT,closed_manual,0.0,4.5836423533333335,4.5836423533333335,,2041160522426843136,4775187331938959447,2026-04-06T14:26:06.824413+00:00,2026-04-13T08:49:58.936368+00:00
393,985106924,ADAUSDT,closed_manual,0.0,12.38881416,12.38881416,,2040703979201867776,2040813482610139136,2026-04-05T08:11:57.912491+00:00,2026-04-13T08:49:58.936368+00:00
591,5874734020,SOLUSDT,max_hold_time_exceeded,0.0,0.0811002,0.0811002,2043723870288871424,2043723870288871424,2043731462222348288,2026-04-13T16:11:59.090475+00:00,2026-04-13T16:42:08.014917+00:00
596,1187119989,SOLUSDT,max_hold_time_exceeded,0.0,0.0960912,0.0960912,2043723870691524608,2043723870691524608,2043731462813700096,2026-04-13T16:11:59.789011+00:00,2026-04-13T16:42:08.209613+00:00
434,801937545,ETHUSDT,closed_manual,0.0,-0.56193502,-0.56193502,,2041160526671478784,7236132847287823857,2026-04-06T14:26:07.259091+00:00,2026-04-13T08:49:58.936368+00:00
592,1087836223,SOLUSDT,max_hold_time_exceeded,0.0,0.2561336,0.2561336,2043723870448173056,2043723870448173056,2043731461345734656,2026-04-13T16:11:59.217925+00:00,2026-04-13T16:42:05.965189+00:00
589,8429733088,SOLUSDT,max_hold_time_exceeded,0.0,4.9741456,4.9741456,2043723870079176704,2043723870079176704,2043731461404409856,2026-04-13T16:11:58.818889+00:00,2026-04-13T16:42:06.234672+00:00
587,1969755249,SOLUSDT,max_hold_time_exceeded,0.0,0.5136345999999999,0.5136345999999999,2043723870100127744,2043723870100127744,2043731461656068096,2026-04-13T16:11:58.374077+00:00,2026-04-13T16:42:06.981281+00:00
